version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 6-8,domains: science,,,,,,
cretaceous,science,"6,7,8",7,,MC,5,A. Throughout the last third of the ____ the dinosaurs slowly declined in diversity and numbers. B. Anomalous ammonites: the ____ genus Nipponites.,*cretaceous,gizzard,metaphase,halogen
deflate,science,"6,7,8",7,,MC,5,"A. When it returns to shore, the life-jacket will ____ and revert to a harness. B. Simkin hoped to find a way to ____ his opponent's argument.",inhale,insulin,deflect,*deflate
dietary,science,"6,7,8",7,,MC,5,A. Liver is a particularly rich source of ____ iron. B. Patients maintain a strict ____ regimen.,*dietary,oxidation,absorption,divergent
eggshell,science,"6,7,8",7,,MC,5,"A. Over time, the protein in the ____ breaks down into its constituent amino acids. B. The old woman was frail as ____ and blind.",nephron,wasp,*eggshell,tidal
electromagnetism,science,"6,7,8",7,,MC,5,"A. The theory of ____ swallowed up the theory of light. B. Newtonian mechanics, wave optics and classical ____ all constituted and perhaps constitute paradigms and qualify as sciences.",prokaryotic,alkaline,insulin,*electromagnetism
endocytosis,science,"6,7,8",7,,MC,5,"A. It has also been employed to analyze these reactions and to study toxin ____ in live cells. B. The researchers decided to conjugate cholesterol to PEI to act as a hydrophobic lipid anchor, and it turned out that the cholesterol enhanced ____ of the complex.",puck,diatom,hazardous,*endocytosis
endotherm,science,"6,7,8",7,,MC,5,"A. Glass is coloured glass by ____ , the energy-efficient, decorative effect is obvious. B. This clay shows an ____ due to dehydroxylation near this temperature.",seesaw,*endotherm,sandbar,sloth
energetic,science,"6,7,8",7,,MC,5,"A. He seemed a dynamic and ____ leader. B. Young, bright, ____ with strong career-ambition.",mesquite,terminal,seafood,*energetic
flagella,science,"6,7,8",7,,MC,5,A. The rotation of ____ pushes the bacteria through the water. B. The study of bacterial ____ belongs to nanorobotics. It is an important frontier branch in bionomic robotics fields.,subscripts,solenoid,*flagella,abrasion
fleece,science,"6,7,8",7,,MC,5,A. You'll bake in that ____ jacket! B. Michelle will also spin a customer's wool ____ to specification at a cost of $2.2an ounce.,*fleece,permafrost,potassium,airway
genome,science,"6,7,8",7,,MC,5,A. The potential for abuse and misuse of ____ and cloning technology has always been a quiet threat. B. Firing alien genes into a different ____ is exactly the same thing as introducing exotic species into a foreign eco-system.,urinary,illuminate,radioactive,*genome
hairlike,science,"6,7,8",7,,MC,5,"A. The seeds sprout into small, ____ seedings. B. Seeds with ____ appendage at each end.",monoxide,clastic,optimum,*hairlike
hardwood,science,"6,7,8",7,,MC,5,A. A Persian rug covered the ____ floors. B. They bore the oblong ____ box into the kitchen and put it on the table.,infancy,*hardwood,supercontinent,connective
heron,science,"6,7,8",7,,MC,5,A. The ____ flapped slowly off across the lake. B. Egrets and a solitary grey ____ were busily feeding.,syringe,asthenosphere,fingerprint,*heron
hologram,science,"6,7,8",7,,MC,5,A. He added that the missing ____ should have been detected by electronic surveillance. B. Display the ____ under a strong light for maximum effect.,*hologram,scuba,crystalline,unconformity
implant,science,"6,7,8",7,,MC,5,A. Early experiences can ____ fears in the subconscious. B. He knows how to ____ good habits in children.,osmosis,adulthood,tarnish,*implant
inflammation,science,"6,7,8",7,,MC,5,A. The drug can cause ____ of the liver. B. Steroids often help reduce the ____ and itching in the skin.,neutralization,*inflammation,galvanometer,solstice
interglacial,science,"6,7,8",7,,MC,5,"A. Daly suggests that before the first ____ period there were no coral reefs in the modern sense, which is disputable. B. During the last ____ period, 1200years ago, some of the Greenland and West Antarctic ice sheets melted too, raising sea level by 2feet compared to today.",*interglacial,rinse,trilobite,melanin
interneuron,science,"6,7,8",7,,MC,5,"A. Picrotoxin eliminates frequency selectivity of an auditory ____ in a bushcricket. B. These include not only reciprocal inhibitory connections between the ____ groups, but also monosynaptic inputs to swim motoneurons.",mountainside,radiate,*interneuron,exothermic
lysosome,science,"6,7,8",7,,MC,5,"A. Complete disruption of ____s also occurs, but to a lesser extent resulting in less marked release of enzyme into the supernatant. B. ____ contain enzymes which digest and modify material brought into the cell by endocytosis.",*lysosome,hydrothermal,eon,prophase
melanin,science,"6,7,8",7,,MC,5,"A. The darker you are, the more ____ your skin will produce. B. When ____ stops being fed into hair follicles altogether, any new hair grows in white.",ligament,*melanin,homogeneous,endothermic
mesquite,science,"6,7,8",7,,MC,5,"A. The name was derived from dense ____ groves that early railroad workers encountered there. B. We explored dry creek beds, burned ____ wood for campfires, flew kites, and swam in lakes.",smelt,pancreas,*mesquite,seafood
metabolism,science,"6,7,8",7,,MC,5,A. The body's ____ is slowed down by extreme cold. B. Their rate of ____ may slow down.,*metabolism,bromine,slate,radon
mountainside,science,"6,7,8",7,,MC,5,A. The highway twists up on the ____. B. One solitary tree grew on the ____.,excess,*mountainside,hominid,oceanographer
mouthpart,science,"6,7,8",7,,MC,5,"A. I watched its ____ feelers rapidly go to work on the succour and it was quickly rejuvenated. B. A wet sippy cup ____ was left on each surface including a high chair, tile floor, carpet, countertop and table, for 5 seconds.",influenza,genetically,modulation,*mouthpart
nearsighted,science,"6,7,8",7,,MC,5,A. No doubt the committee will wave aside his ____ views. B. It is very difficult for a ____ man to pick up a needle from the ground.,sulfuric,canister,subtropical,*nearsighted
obesity,science,"6,7,8",7,,MC,5,A. The study also demonstrated a direct link between ____ and mortality. B. These photographs show extremes of ____ and emaciation.,resultant,*obesity,rodent,sustainable
ovulation,science,"6,7,8",7,,MC,5,"A. As ____ gets nearer, oestrogen levels rise. B. They include birth control pills, other ____ suppressors and long-acting hormones.",cardiac,*ovulation,connective,chickenpox
oxidation,science,"6,7,8",7,,MC,5,A. Oxoanions are given the numerical value of the ____ number of the element which combines with oxygen in the ion. B. Valencies sometimes have the same numerical values as ____ numbers - but not always.,valence,boron,*oxidation,canopy
parental,science,"6,7,8",7,,MC,5,A. School officials say they welcome ____ involvement. B. Children always revolt against ____ disciplines.,placenta,vertebrae,subarctic,*parental
pasteurization,science,"6,7,8",7,,MC,5,"A. Because ____ kills bacteria, it is most prudent to offer only pasteurized juices. B. Experts debated Tuesday whether ____ is better than other techniques in assuring the safety of fresh fruit juices.",*pasteurization,biosphere,nephron,stigma
perspiration,science,"6,7,8",7,,MC,5,A. Great beads of ____ trickled down his forehead. B. He wiped the ____ from his brow.,socket,*perspiration,unsaturated,vector
phagocyte,science,"6,7,8",7,,MC,5,A. Hypoxia directly causes growing of the mononuclear ____ system. B. Macrophages experiment showed that macrophages could ____ lots of PLGA ultrasound contrast agents.,cartilage,gestation,fixation,*phagocyte
pheromone,science,"6,7,8",7,,MC,5,"A. Female ants release ____s from their scent glands. B. Pests are monitored with traps laced with attractive ____s, to time limited chemical spraying with ultra-low volume equipment.",fishery,thyroid,*pheromone,convergent
placental,science,"6,7,8",7,,MC,5,"A. The proposed mechanism of improvement of ____ transfusion of volume and red cells is attractive. B. Although a new and growing field in medicine, ____ blood transfusions have proved effective in combating leukemia and other cancers.",*placental,vaporize,cystic,spherical
plasmid,science,"6,7,8",7,,MC,5,"A. Repeating these steps produced a ____ containing two protein A domains, and then by another step to one with three domains. B. However, the genes brought in by a ____ do not usually become a permanent part of the bacterium's own chromosome.",flask,genetically,subdivide,*plasmid
platinum,science,"6,7,8",7,,MC,5,A. Eight of Denver's albums went ____ . B. I'll give her a ____ ring.,protostar,obesity,*platinum,reddish
porcupine,science,"6,7,8",7,,MC,5,A. A ____ is covered with prickles. B. But this ____ had no scratch on its belly; it had been attacked at the front end instead.,photosphere,electrically,*porcupine,tapeworm
predation,science,"6,7,8",7,,MC,5,A. Goldfish are particularly prone to ____ by cats and birds such as herons. B. But it does endure its share of ____ by man.,gravitation,*predation,petri,inhale
primate,science,"6,7,8",7,,MC,5,A. 1per cent of ____ species are highly endangered. B. The woolly spider monkey is the largest ____ in the Americas.,*primate,thyroid,endoplasmic,mesozoic
propulsion,science,"6,7,8",7,,MC,5,A. Interest in jet ____ was now growing at the Air Ministry. B. The fish uses its tail fins for ____ through the water.,evolutionary,optical,deforestation,*propulsion
protostar,science,"6,7,8",7,,MC,5,"A. Gyulbudaghian's nebula, also known as GM29, is illuminated by light emitted from the young energetic ____ PV Cephei. B. Gravity causes the ____ to shrink, and the gravitational energy lost by the inflowing matter turns into heat, causing the centre of the globule to become very hot.",gametophyte,predation,*protostar,mesozoic
pseudoscience,science,"6,7,8",7,,MC,5,"A. She dismisses astrology as ____. B. This is the nature of sciences and ____, always striving for a set of rules and final solutions.",mesozoic,*pseudoscience,mica,tarantula
psychrometer,science,"6,7,8",7,,MC,5,"A. The ventilator uses for ventilating ____ , which bring even air cur rent as driving impeller. B. The paper analyses precision of ____ used in the closed warehouse by tests, the extent of error is determined, and the method of correction in practice is given.",*psychrometer,epoch,inhalation,obsidian
radon,science,"6,7,8",7,,MC,5,A. Can data on ____ exposure and cancer risks in uranium miners be applied to the general population? B. Equally high domestic lifetime ____ exposures are rarely found.,supercontinent,*radon,tidal,energetic
rinse,science,"6,7,8",7,,MC,5,"A. After you've washed your shirt, you have to ____ it twice with clean warm water. B. I'll just ____ these glasses out and leave them to dry.",appendage,bromine,*rinse,epoch
rodent,science,"6,7,8",7,,MC,5,A. The ____ burrowed its way into the sand. B. Researchers observed one bird impale a ____ on a cactus.,excess,halogens,dermis,*rodent
seismogram,science,"6,7,8",7,,MC,5,A. It is demonstrated by using synthetic ____ method and an example that the characteristics of P-wave-trains can be used to estimate the site structures under stations. B. Making C wave synthetic ____ and correlation calibration of horizons together with P wave data are the basis using multi components seismic data for interpretation.,zygote,subgroup,*seismogram,larynx
shrew,science,"6,7,8",7,,MC,5,A. The hero ____ has an armoured backbone that can withstand enormous pressure. B. They placed a ____ into a social confrontation with another ____.,neon,combustible,hairlike,*shrew
smelt,science,"6,7,8",7,,MC,5,"A. The house ____ of cedar wood and fresh polish. B. The rain cleared the air, and the grass ____ fresh and sweet.",*smelt,tidal,methane,lymphatic
spiny,science,"6,7,8",7,,MC,5,"A. The ____ anteater is a mammal, although a very primitive one. B. Butterflyfish have a ____ dorsal fin, which they are quite prepared to use in attack.",permafrost,fibrosis,galvanometer,*spiny
splint,science,"6,7,8",7,,MC,5,A. He carpentered a ____ for the broken leg. B. The doctor put a ____ on the arm and bandaged it up.,canister,calcite,*splint,focal
stigma,science,"6,7,8",7,,MC,5,A. There is no longer any ____ to being divorced. B. The ____ of alcoholism makes it difficult to treat.,offshore,*stigma,kelvin,chromatid
streambed,science,"6,7,8",7,,MC,5,"A. The profile of the new ____ shall be designed and constructed to maintain the flow at the retained stream sections in dry season. B. Use stones that mimic a natural ____ , although granite's blues and grays can make a striking visual impact.",*streambed,radish,canopy,mouthpart
supercontinent,science,"6,7,8",7,,MC,5,A. The salt was formed in a sea that existed when the ____ Pangea broke up some 200 million years ago. B. Amalgamation of the late Palaeozoic ____ Pangaea led to the collision of Gondwana with Laurasia forming the Variscan orogen.,*supercontinent,horsetail,synthesis,microclimate
sustainability,science,"6,7,8",7,,MC,5,"A. But ____ in such arid circumstances depends on sustainable populations which do not exceed the resources. B. To understand what ____ means, it's necessary first to understand what un____ means in terms of first-order scientific principles.",*sustainability,brittle,isotope,weightless
synapse,science,"6,7,8",7,,MC,5,"A. This report defines an embryonic ____ in Drosophila which is accessible to experimental analysis. B. These ____ with six motor cells, whose axons cause the muscles which withdraw the gill to contract.",*synapse,adrenaline,radon,seedless
syringe,science,"6,7,8",7,,MC,5,A. He boiled his ____ and fired his knife to sterilize them. B. Extend needle and ____ exchange facilities and local health care services and set up a specialist drug clinic.,isotope,plasmid,*syringe,obsidian
tarnish,science,"6,7,8",7,,MC,5,A. The affair could ____ the reputation of the prime minister. B. Moisture leads to the ____ of the silverware.,abrasion,canister,horsetail,*tarnish
tertiary,science,"6,7,8",7,,MC,5,"A. Since then government poured more money in,the whole ____ industry has flourished. B. In the ____ sector, particularly financial services, the development of a single financial market may have important employment consequences.",bacterial,*tertiary,overlapping,centripetal
thymus,science,"6,7,8",7,,MC,5,"A. I read about the ____ gland, which produces cells. B. Oct-1mRNA was detected in the adult ____ and testes and in 14.day p.c. embryos.",alveolus,*thymus,telophase,coarse
trilobite,science,"6,7,8",7,,MC,5,A. This is one of the most primitive ____s known. B. The eyes of ____s include some very sophisticated structures that show they were far from primitive visually.,positively,heterotroph,topography,*trilobite
wasp,science,"6,7,8",7,,MC,5,A. A ____ came towards us and Howard started flailing his arms around. B. A ____ flew in the open window.,abnormal,physicist,*wasp,endothermic
waxy,science,"6,7,8",7,,MC,5,A. Succulents often have thick ____ cuticles to minimize water loss. B. Choose small ____ potatoes for the salad.,abdomen,cellulose,colon,*waxy
agar,science,"6,7,8",6,,MC,5,A. We sat at the back with dishes of ____ jelly. B. The antimicrobial mechanism was processed by ____ method and growth curve.,hologram,*agar,gamma,conversion
barnacle,science,"6,7,8",6,,MC,5,A. They scraped off the ____s that always encrusted on the ship's hull. B. The paint that puts the skids under ____s is being adopted by Porter International for protective coatings in the United States.,receptor,canopy,clog,*barnacle
depletion,science,"6,7,8",6,,MC,5,A. Increased consumption of water has led to rapid ____ of groundwater reserves. B. Increased expenditure has caused a ____ in our capital/funds.,meiosis,liverwort,*depletion,urinary
dinoflagellate,science,"6,7,8",6,,MC,5,A. The migration of ____ cysts with transapical archaeopyle suture from sea water to fresh water lasted relatively long. B. ABSTRACT Non - marine ____ fossil of middle cretaceous is very rare in the world.,genetics,marsupial,*dinoflagellate,ethanol
duct,science,"6,7,8",6,,MC,5,"A. We have advocated initial endoscopic stenting for bile ____ strictures after open cholecystectomy. B. This can progress to bile ____ destruction, biliary cirrhosis, and sometimes cholangiocarcinoma.",sewage,glucose,*duct,pregnancy
electrochemical,science,"6,7,8",6,,MC,5,A. Some new chips incorporate tiny electromechanical or ____ devices to do jobs that used to be done by more expensive electronics. B. An ____ cell is provided with an enhanced pressure relief vent formed in a closed end of the cell container that achieves effective venting of gas from the closed end of the container.,*electrochemical,catalyst,radiate,weightlessness
evolutionary,science,"6,7,8",6,,MC,5,"A. Some scientists have rejected ____ theory. B. He is in favour of gradual, ____ social change.",*evolutionary,paramecium,broth,bromine
flagellum,science,"6,7,8",6,,MC,5,A. Resembling or having the form of a ____ ; whip like. B. It is a ____  the tail - like propeller found in single cells.,tidal,*flagellum,microclimate,intrusive
lanthanide,science,"6,7,8",6,,MC,5,A. Similar procedures with structures containing ____ elements offered even greater scope for deception. B. Literatures of preparation of nanoscale ____ metal and ____ hydrides are not found.,*lanthanide,precision,solidify,shear
planarian,science,"6,7,8",6,,MC,5,"A. In the usual manner, the ____ stem cells migrated to the site of the wound, sensed what was missing and began rebuilding. B. A ____ is a flatworm, one of the lowest life-forms that can be considered an animal.",shale,crevice,*planarian,spontaneous
rainstorm,science,"6,7,8",6,,MC,5,A. The unexpected ____ caused the collapse of the roof. B. According to the weather report a ____ is imminent.,dispersion,*rainstorm,slate,solidify
reverberation,science,"6,7,8",6,,MC,5,A. She felt the ____ in her chest and cursed the drilling outside. B. Jason heard the ____ of the slammed door.,alveoli,spongy,detector,*reverberation
seafood,science,"6,7,8",6,,MC,5,A. The merest mention of ____ makes her feel sick. B. There's an excellent ____ restaurant near here.,*seafood,ginkgo,inhale,hydroxide
solidify,science,"6,7,8",6,,MC,5,A. The mixture will ____ into toffee. B. The Energy Department plans to ____ the deadly waste in a high-tech billion-dollar factory.,photosphere,roundworm,rainstorm,*solidify
spacesuit,science,"6,7,8",6,,MC,5,"A. Flexibility and posture of ____ are indicated with human mechanics ( including weightlessness ). B. Spacewalker Michael Good, barely visible in his white ____ against the station, participated in the STS-13mission's third and final spacewalk.",pregnancy,*spacesuit,pupil,rotational
spectroscope,science,"6,7,8",6,,MC,5,"A. Just as a telescope collects light, so a ____ splits it up. B. The infrared ____ has been widely used in gem research and identification. The direct transmission technique is the most common method in measuring infrared spectrum of gemstone.",centipede,lipid,*spectroscope,excess
subscripts,science,"6,7,8",6,,MC,5,"A. We use superscripts and ____ to distinguish between different SNPs and different alleles within SNPs, respectively. B. Lowercase letters and ____ are used identically to those described for variance components.",*subscripts,diffuse,combustible,hydrochloric
vaporize,science,"6,7,8",6,,MC,5,A. The sun's heat ____s the water of the ocean. B. The benzene ____d and formed a huge cloud of gas.,centipede,*vaporize,noninfectious,terminal
