version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
polarization,science,"9,10,11,12",33,,MC,5,A. There is increasing ____ between the blacks and whites in the US. B. The ____ of society into rich and poor can clearly be seen in the city centres.,vestigial,catalytic,gumdrop,*polarization
porous,science,"9,10,11,12",33,,MC,5,A. In hot weather clothes made of a ____ material like cotton are best. B. Swimming is helpful for bones that are ____ and weak.,glycogen,*porous,spectra,phylogeny
strontium,science,"9,10,11,12",33,,MC,5,"A. Electricity produced by radioactive isotopes, ____ 9polonium 21by thermoelectric energy conversion. B. The results showed that hygroscopic water content of ____ nitrate could be decreased by coating with nitrated cellulose and fluororubber, and the ignition ratio of primer could be increased.",refrigeration,*strontium,byproduct,theorize
transmutation,science,"9,10,11,12",33,,MC,5,A. The ____ of base metal to gold was the paradigm of this sacred task. B. This ____ of the old into new life is seen everywhere in China.,horsepower,tetra,*transmutation,polarization
ammeter,science,"9,10,11,12",32,,MC,5,"A. Because the Hall effect ____ measures the current remotely, it imposes no load on the system. B. The ____ can be left in but may show full deflection if the battery is in a very discharged condition.",modification,stalactite,*ammeter,putty
cyanobacteria,science,"9,10,11,12",32,,MC,5,A. Blooms containing even one species of toxic ____ will be poisonous and potentially dangerous. B. Are ____ a year - round problem in water supplies?,oersted,smokestack,exocytosis,*cyanobacteria
differentiation,science,"9,10,11,12",32,,MC,5,A. The ____ between the two product ranges will increase. B. Product ____ is essential to the future of the company.,aftershock,cyanobacteria,*differentiation,pacemaker
eccentricity,science,"9,10,11,12",32,,MC,5,A. Arthur was noted for the ____ of his clothes. B. His ____ now extends to never washing or changing his clothes.,*eccentricity,knead,halides,fluke
ethylene,science,"9,10,11,12",32,,MC,5,"A. Under these conditions, however, ____ forms short chains or rings, rather than the long chains of the solid polymer. B. The ____ gas produced by the apple acts as a ripening agent for the persimmons.",*ethylene,stewardship,ecotourism,semicircular
inhibit,science,"9,10,11,12",32,,MC,5,A. An unhappy family life may ____ children's learning. B. Recording the meeting may ____ people from expressing their real views.,estrogen,alkane,perihelion,*inhibit
operon,science,"9,10,11,12",32,,MC,5,"A. The lac ____ is an inducible ____, whereas the trp ____ is a repressible ____. B. Objective To clone and express Trp ____ gene of E.",nondisjunction,*operon,schematic,hepatitis
accelerator,science,"9,10,11,12",31,,MC,5,A. She put her foot down on the ____ pedal. B. She put her foot down on the ____ and the car lurched forward.,tritium,*accelerator,halo,wobble
adenine,science,"9,10,11,12",31,,MC,5,"A. FAD ( flavin ____ dinucleotide ) A derivative of riboflavin that is a coenzyme in electron - transfer reactions. B. Erit____ is an ____ derivative isolated from Lentinus edodes only, it lowers all the plasma lipid levels and it is more than 1times as activesas clofibrate.",experimentally,*adenine,halides,millibar
nitrogenous,science,"9,10,11,12",31,,MC,5,A. The ____ materials which have been oxidized aerobically to nitrate are then reduced anaerobically to nitrogen. B. The sequence of ____ Bases along a strand of DNA determines the genetic code.,*nitrogenous,dormancy,seashore,glycol
polonium,science,"9,10,11,12",31,,MC,5,A. of radium and of ____ were made by Pierre Curie in collaboration with me. B. Madame Curie named it ____ in honour of her native country.,*polonium,speciation,polymerase,nasal
spindle,science,"9,10,11,12",31,,MC,5,A. The princess had never seen a ____ and asked the woman what she was doing. B. The shapes are created on the ____ using one template.,*spindle,dissociation,sarcomere,kilocalorie
supplemental,science,"9,10,11,12",31,,MC,5,A. You'll probably be able to buy ____ insurance at an extra cost. B. The first priority was the addition of ____ and enriching instructional resources for the individual special learner.,electrostatic,alteration,watertight,*supplemental
tempest,science,"9,10,11,12",31,,MC,5,A. The ____ beats against the house. B. He won a ____ of applause when he ended his speech.,*tempest,nitrogenous,inert,hybridization
thane,science,"9,10,11,12",31,,MC,5,A. Not every ____ had been left behind to act as a watchdog. B. Gordon: It is worse ____ - mail spam.,simultaneous,acetic,scaly,*thane
acetate,science,"9,10,11,12",30,,MC,5,A. Cover with a cardboard frame - the ____ being centralised. B. Transfer this information to an overhead projector ____ sheet.,hornwort,developmental,forestry,*acetate
biochemical,science,"9,10,11,12",30,,MC,5,"A. Combining these mathematical results with the ____ evidence concerning calmodulin-dependent adenylate cyclase, it is possible to draw some provisional conclusions. B. Why are there no half-formed sense organs or ____ networks, with a few links still missing?",emerald,lac,accumulation,*biochemical
carboxylic,science,"9,10,11,12",30,,MC,5,A. The copious benzene rings and potential ____ acid groups in coal suggest that these transformations might not be too difficult. B. A method of hydrogenating the nitrile containing ____ acid acids obtained by above hydrocyanation to produce amine containing ____ acids is also disclosed in this invention.,*carboxylic,exoplanet,thorium,fringe
coli,science,"9,10,11,12",30,,MC,5,"A. Escherichia ____ were transformed with the respective plasmids by chemical transformation. B. The new Escherichia ____ can manufacture the extra amino acid, p-aminophenylalanine, then incorporate it into proteins.",*coli,linnaean,fragmentation,mammalian
diatomic,science,"9,10,11,12",30,,MC,5,A. Our results demonstrate that the ionization rate of ____ molecules would not be largest when the molecular axis is lined up with the field direction. It is relative to the electron density. B. The method of ____ MAS of InS for the determination of sulfur has been studied systematically.,*diatomic,sublevel,kerosene,larval
photosystem,science,"9,10,11,12",30,,MC,5,"A. These trapping kinetics are much slower than observed in ____ I, the other ____ of oxygenic photosynthesis. B. Photosystem II, the central enzyme in photosynthesis, uses solar energy to remove electrons from water.",*photosystem,scarp,angular,habituation
repulsion,science,"9,10,11,12",30,,MC,5,A. I have a ____ for snakes. B. A look of ____ flashed across her face.,fissure,*repulsion,constrict,metabolic
supersaturated,science,"9,10,11,12",30,,MC,5,A. The city has become like one of the ____ solutions which Howard remembers making in the chemistry laboratory at school. B. Now we simultaneously drop into our ____ solution a tiny flat crystal and a tiny chunky crystal.,mirage,*supersaturated,trajectory,cyclical
theorize,science,"9,10,11,12",30,,MC,5,A. Researchers ____ that there was once a common language for all humanity. B. It's easy to ____ about what might have happened.,ketone,tusk,*theorize,cholerae
voltmeter,science,"9,10,11,12",30,,MC,5,"A. Ideally, any alternating ____ should possess infinite impedance and any a.c. meter negligible impedance. B. Strictly speaking, the ____ should give true r.m.s. measurement.",siphon,*voltmeter,blackbody,climatic
adiabatic,science,"9,10,11,12",29,,MC,5,A. These results indicate that the newly developed automatic ____ calorimeter has the ability to imolement the high precision calorimetric measurements. B. Its ____ temperature rise can make materials reach the degree of serious soften and fail.,deplete,*adiabatic,clone,mutant
dipole,science,"9,10,11,12",29,,MC,5,A. In this case a substantial internal magnetic ____ moment is expected. B. The upper limit on the internal magnetic ____ moment is only 0.0000of that of the Earth.,exocytosis,*dipole,amide,subduct
dissipate,science,"9,10,11,12",29,,MC,5,A. In her youth she seemed to ____ almost compulsively. B. One of the ways to ____ perspiration is by convection.,*dissipate,mackerel,hydroelectricity,inert
ingest,science,"9,10,11,12",29,,MC,5,A. They wash with the soap and ____ the drug. B. Rodents ____ little bits of Toxo from cat feces and Toxo goes straight to their heads.,disulfide,*ingest,isotonic,ganglia
mesoderm,science,"9,10,11,12",29,,MC,5,"A. Furthermore, injections into the ____ or ectoderm require going through the endoderm layer. B. Method: Apply evolution and embryology to set ____ theory of chinese channel.",monosaccharide,*mesoderm,auditory,fiberglass
negligible,science,"9,10,11,12",29,,MC,5,A. He is a ____ person in the government. B. There is a ____ difference in meaning between these two words.,rearrangement,*negligible,extraction,gravitropism
neurotransmitt,science,"9,10,11,12",29,,MC,5,"A. It has been linked to atypical levels of dopamine, a ____er. B. Psychosis has been traditionally linked to the ____er dopamine.",kudzu,peptide,pharyngeal,*neurotransmitt
nodule,science,"9,10,11,12",29,,MC,5,A. There was a soft ____ on my vocal cord. B. Each ____ has an opening into the gut through which the eggs reach the lumen.,optic,hypotonic,soluble,*nodule
radiometric,science,"9,10,11,12",29,,MC,5,"A. Accordingly, the present invention relates to an improved ____ assay of dialysates obtained from equilibrium dialysis. B. Both ____ and biostratigraphic data indicate the onset of magmatism in late Mid-Jurassic time.",hadron,*radiometric,follicle,terrarium
schematic,science,"9,10,11,12",29,,MC,5,A. The play has a very ____ plot. B. This is represented in the ____ diagram below.,*schematic,tubules,refrigeration,inhibition
aldehyde,science,"9,10,11,12",28,,MC,5,"A. E-ADM and MMC containing active ____ group were used as experimental drug, while 5-Fu no containing active ____ group as positive control drug. B. Raw materials are n - butyl ____ and form____.",*aldehyde,wobble,cyanide,ectotherm
amniote,science,"9,10,11,12",28,,MC,5,"A. Since ____ intromittent organs are hydrostatic, it follows that the wall of their erectile structures must be reinforced with inextensible fibers to prevent aneurysms. B. Taxonomic congruence versus total evidence, and ____ phylogeny inferred from fossils, molecules, and morphology.",soot,soluble,fizz,*amniote
ecliptic,science,"9,10,11,12",28,,MC,5,"A. You now have the ____ longitude of perigee of the sun for the mean summer solstice of your chosen year (and effectively for the entire year) . B. It is also coupled with ____ constellation, especially attractive.",globally,quantum,euglena,*ecliptic
electronegative,science,"9,10,11,12",28,,MC,5,A. Put least ____ element in the center . 2. B. If come menstruation and is ____ is the specification pregnant certainly?,submicroscopic,steroid,*electronegative,calibrate
hydroxyl,science,"9,10,11,12",28,,MC,5,"A. Objective: To observe the influence of 23- ____ betulinic acid(23-HBA) on the proliferative, migratory ability and morphological change of blood vessel endothelial cell line ECV-304. B. A method for determining ____ value of epoxy - containing polyester, namely acetyl chloride method is introduced.",transgenic,wavefront,unreactive,*hydroxyl
